communityname,ViolentCR,householdsize,agePct12t21,PctUrban,medIncome,pctWSocSec,pctWPubAsst,pctWRetire,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,MalePctNevMarr,TotalPctDiv,PersPerFam,PctFam2Par,PctWorkMom,PctRecentImmig,PctHousOccup,PctHousOwnOcc,RentMedian,PctForeignBorn,PctBornSameState,PopDens,PctUsePubTrans
Delhitownship,0.362130445,0.68,0.49,1,0.5,0.45,0.1,0.54,0.08,0.19,0.29,0.33,0.13,0.35,0.18,0.69,0.86,0.67,0.05,0.95,0.85,0.27,0.07,0.87,0.25,0.18
Mauldincity,0.987735361,0.45,0.43,1,0.49,0.28,0.11,0.3,0.08,0.13,0.18,0.45,0.11,0.3,0.41,0.48,0.78,0.74,0,0.81,0.63,0.29,0.04,0.48,0.14,0
Keenecity,1.714904182,0.45,0.68,0,0.32,0.51,0.21,0.49,0.2,0.21,0.27,0.46,0.4,0.55,0.47,0.38,0.62,0.71,0.03,0.81,0.49,0.44,0.07,0.46,0.05,0
Oregoncity,1.783907148,0.45,0.44,1,0.38,0.51,0.3,0.7,0.19,0.28,0.41,0.16,0.41,0.35,0.4,0.48,0.73,0.54,0,0.79,0.67,0.25,0.07,0.85,0.05,0.01
LowerPaxtontownship,1.781980563,0.33,0.29,0.96,0.43,0.36,0.09,0.6,0.06,0.1,0.2,0.43,0.06,0.34,0.43,0.35,0.74,0.62,0.04,0.82,0.53,0.41,0.06,0.84,0.12,0.08
LomaLindacity,1.467272301,0.56,0.31,1,0.36,0.36,0.57,0.42,0.3,0.26,0.27,0.69,0.26,0.48,0.48,0.51,0.61,0.4,0.76,0.69,0.32,0.42,0.87,0.32,0.21,0.07
Watsonvillecity,6.240884588,0.78,0.46,1,0.27,0.54,0.59,0.5,0.4,1,0.83,0.15,0.75,0.48,0.46,0.9,0.55,0.5,1,0.83,0.35,0.53,1,0.46,0.44,0.11
Dovercity,0.370706316,0.39,0.3,0,0.27,0.56,0.29,0.61,0.19,0.29,0.37,0.21,0.42,0.21,0.43,0.37,0.7,0.5,0,0.85,0.69,0.18,0.05,0.9,0.2,0.02
Natchezcity,2.326121996,0.38,0.44,0,0.09,0.65,0.78,0.49,0.85,0.54,0.54,0.29,0.86,0.44,0.65,0.49,0.2,0.5,0.01,0.52,0.55,0.06,0.01,0.84,0.12,0.05
Belchertowntown,1.535440897,0.5,0.32,0,0.45,0.33,0.25,0.5,0.24,0.29,0.33,0.46,0.19,0.43,0.44,0.5,0.75,0.59,0.13,0.86,0.73,0.36,0.09,0.79,0.02,0.07
Caldwellcity,1.341657362,0.49,0.5,0,0.15,0.55,0.35,0.38,0.42,0.52,0.58,0.19,0.4,0.34,0.62,0.54,0.58,0.74,0.24,0.77,0.54,0.13,0.16,0.45,0.17,0.03
LaMiradacity,2.749733341,0.71,0.51,1,0.59,0.47,0.24,0.64,0.09,0.18,0.31,0.27,0.25,0.46,0.37,0.67,0.79,0.51,0.33,0.83,0.81,0.7,0.47,0.52,0.43,0.04
Cliftoncity,0.836962947,0.34,0.26,1,0.47,0.7,0.14,0.64,0.11,0.42,0.47,0.32,0.26,0.43,0.31,0.4,0.76,0.55,0.34,0.9,0.52,0.5,0.57,0.64,0.53,0.32
NewMilfordborough,0.622769087,0.41,0.26,1,0.54,0.58,0.09,0.5,0.04,0.24,0.31,0.41,0.34,0.42,0.26,0.49,0.83,0.4,0.21,0.91,0.55,0.44,0.46,0.42,0.58,0.49
Wilbrahamtown,0.994911613,0.53,0.38,0.5,0.64,0.49,0.16,0.64,0.08,0.1,0.19,0.56,0.21,0.28,0.16,0.5,0.89,0.59,0.03,0.89,0.89,0.3,0.15,0.68,0.05,0.07
Campbellcity,1.672022255,0.29,0.23,1,0.51,0.27,0.28,0.29,0.14,0.11,0.17,0.5,0.16,0.6,0.83,0.35,0.51,0.61,0.3,0.89,0.34,0.69,0.37,0.5,0.54,0.13
UnionCitycity,3.887794728,0.33,0.47,0,0.15,0.65,0.46,0.38,0.45,0.51,0.61,0.17,0.49,0.3,0.53,0.37,0.52,0.54,0,0.74,0.47,0.12,0,0.72,0.1,0
Orindacity,0.232142677,0.43,0.26,1,1,0.48,0.1,0.58,0.05,0.01,0.02,1,0.13,0.2,0.29,0.35,0.92,0.24,0.08,0.93,0.93,1,0.32,0.5,0.11,0.66
Folsomcity,0.869950209,0.83,0.24,1,0.58,0.34,0.3,0.58,0.12,0.15,0.26,0.38,0.22,0.78,0.33,0.43,0.8,0.59,0.07,0.72,0.7,0.53,0.23,0.53,0.12,0.09
Salemtown,0.95923451,0.52,0.38,0.81,0.54,0.36,0.17,0.36,0.09,0.19,0.29,0.32,0.39,0.4,0.41,0.57,0.82,0.66,0.06,0.72,0.74,0.59,0.17,0,0.09,0.02
WestMemphiscity,3.044926387,0.55,0.51,1,0.17,0.44,0.67,0.22,0.61,0.55,0.66,0.16,0.55,0.41,0.7,0.63,0.34,0.62,0,0.77,0.48,0.15,0.01,0.52,0.16,0.01
Vernontownship,0.528967786,0.7,0.42,0,0.65,0.23,0.09,0.33,0.06,0.11,0.15,0.36,0.28,0.27,0.22,0.72,0.93,0.32,0.02,0.06,0.91,0.67,0.12,0.68,0.03,0.07
Cloviscity,1.739594492,0.49,0.45,1,0.33,0.28,0.53,0.3,0.26,0.23,0.3,0.31,0.35,0.38,0.64,0.58,0.6,0.57,0.22,0.89,0.42,0.34,0.21,0.66,0.29,0.05
Lowellcity,5.365613042,0.51,0.47,1,0.29,0.46,0.72,0.41,0.47,0.57,0.6,0.24,0.73,0.71,0.49,0.61,0.39,0.4,0.42,0.67,0.27,0.45,0.49,0.71,0.63,0.16
BatonRougecity,11.22545741,0.43,0.6,1,0.17,0.39,0.47,0.45,0.7,0.3,0.39,0.45,0.62,0.68,0.59,0.53,0.3,0.53,0.13,0.39,0.42,0.19,0.08,0.78,0.25,0.11
Pottsvillecity,0.507887139,0.34,0.35,0,0.16,0.77,0.45,0.51,0.4,0.39,0.53,0.18,0.46,0.46,0.45,0.46,0.54,0.49,0,0.69,0.56,0.14,0.04,0.99,0.33,0.05
Bartowcity,6.399005123,0.48,0.46,0,0.23,0.64,0.43,0.63,0.43,0.46,0.58,0.18,0.38,0.39,0.71,0.45,0.37,0.64,0.05,0.65,0.61,0.17,0.08,0.58,0.14,0.03
PlantCitycity,24.21171219,0.47,0.41,0,0.23,0.51,0.41,0.38,0.47,0.49,0.56,0.2,0.31,0.26,0.65,0.51,0.47,0.41,0.09,0.58,0.59,0.24,0.13,0.49,0.09,0
SanAngelocity,2.151609211,0.49,0.52,1,0.2,0.48,0.29,0.41,0.49,0.51,0.5,0.27,0.5,0.37,0.57,0.51,0.63,0.61,0.07,0.52,0.5,0.22,0.16,0.71,0.15,0.04
Fayettevillecity,8.689184417,0.39,0.49,1,0.21,0.38,0.5,0.57,0.49,0.29,0.35,0.38,0.47,0.43,0.67,0.4,0.39,0.44,0.1,0.75,0.44,0.23,0.1,0.55,0.16,0.07
Wadsworthcity,0.327463683,0.41,0.36,1,0.34,0.55,0.25,0.61,0.19,0.22,0.34,0.36,0.34,0.24,0.39,0.44,0.76,0.35,0.01,0.91,0.66,0.23,0.06,0.77,0.16,0.02
Cumberlandtown,2.650819512,0.46,0.33,0.85,0.48,0.53,0.22,0.48,0.08,0.37,0.43,0.35,0.32,0.32,0.22,0.47,0.84,0.67,0.07,0.86,0.72,0.28,0.25,0.69,0.09,0.06
LakeCitycity,8.741061332,0.39,0.38,0,0.12,0.68,0.69,0.64,0.66,0.46,0.58,0.22,0.53,0.4,0.83,0.48,0.19,0.53,0.03,0.44,0.46,0.12,0.04,0.69,0.08,0.01
Passaiccity,4.453129822,0.67,0.47,1,0.25,0.44,0.53,0.29,0.45,0.81,0.79,0.21,0.75,0.65,0.53,0.82,0.34,0.6,1,0.84,0.09,0.39,1,0.34,1,0.7
Lafayettecity,0.317646062,0.42,0.33,1,0.88,0.38,0.1,0.52,0.1,0.04,0.04,0.97,0.07,0.33,0.38,0.37,0.84,0.38,0.17,0.9,0.73,0.72,0.28,0.52,0.13,0.71
Hendersoncity,7.398615098,0.41,0.43,0,0.11,0.65,0.64,0.42,0.64,0.75,0.78,0.17,0.51,0.49,0.69,0.47,0.13,0.72,0.02,0.74,0.41,0.07,0.03,0.86,0.18,0.01
Clearwatercity,4.846243076,0.22,0.26,1,0.25,0.75,0.2,0.72,0.27,0.21,0.33,0.32,0.27,0.32,0.68,0.23,0.45,0.62,0.14,0.22,0.54,0.33,0.24,0.12,0.33,0.09
Owassocity,0.689153329,0.55,0.4,0,0.35,0.3,0.21,0.35,0.22,0.19,0.26,0.22,0.2,0.16,0.41,0.55,0.78,0.55,0.01,0.7,0.67,0.29,0.03,0.55,0.15,0.01
Rollacity,0.727252321,0.44,0.84,0,0.12,0.45,0.33,0.5,0.59,0.41,0.39,0.45,0.42,0.93,0.38,0.34,0.59,0.46,0.46,0.62,0.35,0.14,0.17,0.59,0.15,0.01
Branfordtown,0.374558083,0.29,0.23,0.97,0.53,0.47,0.1,0.47,0.08,0.16,0.22,0.53,0.22,0.41,0.49,0.35,0.73,0.55,0.06,0.56,0.63,0.61,0.13,0.71,0.1,0.08
Braintreetown,1.766045212,0.54,0.32,1,0.55,0.59,0.23,0.76,0.09,0.12,0.19,0.37,0.42,0.5,0.24,0.57,0.77,0.5,0.06,0.94,0.74,0.55,0.19,0.88,0.2,0.44
Dedhamtown,1.181335749,0.52,0.33,1,0.56,0.59,0.24,0.58,0.11,0.18,0.26,0.43,0.32,0.54,0.25,0.55,0.74,0.48,0.1,0.91,0.77,0.53,0.22,0.85,0.19,0.43
Springfieldtownship,0.534957481,0.27,0.17,1,0.61,0.72,0.13,0.52,0.05,0.21,0.25,0.57,0.17,0.3,0.26,0.31,0.91,0.55,0.17,0.89,0.66,0.71,0.45,0.64,0.22,0.34
SanDimascity,2.587719005,0.6,0.45,1,0.64,0.26,0.27,0.33,0.13,0.14,0.24,0.43,0.16,0.41,0.52,0.58,0.75,0.51,0.23,0.83,0.73,0.69,0.44,0.5,0.17,0.08
Blacksburgtown,0.516308081,0.67,1,0,0.12,0.12,0.16,0.18,1,0.11,0.11,1,0.43,1,0.08,0.3,0.7,0.39,0.66,0.78,0.13,0.3,0.32,0.33,0.15,0.36
Weatherfordcity,1.572861226,0.41,0.43,0,0.22,0.61,0.38,0.46,0.4,0.39,0.51,0.24,0.3,0.25,0.58,0.44,0.64,0.36,0.03,0.42,0.56,0.23,0.09,0.78,0.08,0.03
Salisburycity,4.600344543,0.37,0.45,0,0.21,0.67,0.44,0.58,0.41,0.4,0.53,0.32,0.23,0.5,0.59,0.35,0.31,0.67,0.03,0.7,0.47,0.17,0.03,0.79,0.12,0.07
Newarkcity,4.550644483,0.35,0.37,1,0.19,0.55,0.46,0.64,0.41,0.3,0.47,0.16,0.52,0.29,0.69,0.42,0.53,0.42,0,0.76,0.47,0.18,0.02,0.84,0.21,0.03
Huntingtoncity,2.350579521,0.28,0.55,1,0.11,0.75,0.46,0.71,0.61,0.41,0.48,0.33,0.73,0.48,0.59,0.33,0.47,0.33,0.04,0.49,0.47,0.14,0.03,0.78,0.31,0.09
Stroudtownship,0.835453126,0.44,0.36,0,0.46,0.51,0.11,0.51,0.09,0.23,0.31,0.35,0.27,0.28,0.35,0.43,0.81,0.43,0.07,0.19,0.79,0.38,0.12,0.6,0.03,0.13
Wabashcity,0.814436709,0.4,0.38,0,0.22,0.57,0.29,0.55,0.3,0.37,0.56,0.14,0.42,0.29,0.57,0.42,0.65,0.79,0,0.82,0.59,0.15,0.03,0.81,0.19,0.02
Edinburgcity,2.063379794,0.9,0.68,1,0.12,0.43,0.93,0.15,0.9,1,0.78,0.3,0.88,0.54,0.45,0.97,0.52,0.33,0.53,0.68,0.48,0.16,0.55,0.71,0.18,0.01
Lynncity,7.32463829,0.4,0.35,1,0.28,0.54,0.65,0.54,0.42,0.34,0.46,0.22,0.62,0.61,0.57,0.55,0.36,0.39,0.46,0.63,0.33,0.47,0.41,0.77,0.63,0.5
Woodbridgetownship,1.770529442,0.51,0.27,1,0.56,0.49,0.15,0.59,0.07,0.31,0.38,0.31,0.27,0.49,0.33,0.5,0.79,0.53,0.21,0.91,0.69,0.62,0.36,0.67,0.34,0.39
Hampdentownship,0.755337334,0.47,0.41,0.91,0.54,0.34,0.06,0.59,0.04,0.1,0.14,0.51,0.06,0.25,0.3,0.47,0.86,0.49,0.08,0.84,0.81,0.41,0.1,0.71,0.1,0.02
JerseyCitycity,8.399964995,0.5,0.41,1,0.29,0.4,0.59,0.33,0.5,0.48,0.6,0.34,0.74,0.78,0.52,0.69,0.25,0.31,0.75,0.62,0.11,0.42,0.73,0.46,1,1
PortAngelescity,1.070933077,0.31,0.36,0,0.22,0.65,0.4,0.69,0.36,0.2,0.34,0.22,0.48,0.3,0.7,0.33,0.5,0.49,0.06,0.77,0.52,0.23,0.12,0.52,0.15,0.14
TheVillagecity,2.579307949,0.24,0.18,1,0.27,0.53,0.11,0.53,0.17,0.08,0.18,0.49,0.18,0.22,0.66,0.27,0.6,0.81,0.02,0.68,0.63,0.29,0.06,0.62,0.34,0
Sanduskycity,1.228877834,0.34,0.39,0,0.18,0.59,0.4,0.58,0.4,0.3,0.5,0.13,0.58,0.41,0.71,0.48,0.39,0.69,0.02,0.58,0.48,0.19,0.03,0.83,0.25,0.02
SilverCitytown,2.566329102,0.49,0.58,0,0.13,0.56,0.6,0.67,0.64,0.47,0.47,0.31,0.77,0.43,0.59,0.55,0.46,0.27,0.05,0.63,0.55,0.12,0.1,0.58,0.1,0
Taylorcity,3.098087938,0.5,0.45,0,0.16,0.66,0.46,0.35,0.58,0.87,0.71,0.17,0.48,0.36,0.47,0.6,0.58,0.72,0.03,0.47,0.6,0.16,0.08,0.93,0.09,0.04
BerkeleyHeightstownship,0.221644386,0.67,0.35,1,1,0.41,0.03,0.57,0.04,0.2,0.15,0.79,0.11,0.34,0.1,0.56,0.96,0.26,0.15,0.97,0.93,1,0.31,0.53,0.16,0.54
Manchestertown,1.923335416,0.35,0.3,0.96,0.47,0.51,0.19,0.63,0.09,0.2,0.27,0.4,0.19,0.45,0.5,0.38,0.62,0.77,0.07,0.84,0.51,0.56,0.19,0.63,0.16,0.16
Greensborocity,3.638674852,0.33,0.51,1,0.29,0.4,0.23,0.37,0.3,0.26,0.35,0.48,0.25,0.56,0.59,0.37,0.46,0.75,0.1,0.73,0.43,0.29,0.07,0.66,0.19,0.09
CoralSpringscity,1.239431147,0.59,0.53,1,0.52,0.26,0.08,0.21,0.12,0.11,0.16,0.51,0.2,0.36,0.42,0.64,0.77,0.56,0.27,0.62,0.55,0.55,0.34,0.1,0.28,0.04
Scherervilletown,0.108439682,0.46,0.4,1,0.51,0.25,0.04,0.3,0.08,0.16,0.2,0.4,0.15,0.35,0.37,0.54,0.85,0.33,0.04,0.87,0.6,0.37,0.16,0.56,0.13,0.12
NetherProvidencetownship,0.60198203,0.49,0.31,1,0.68,0.5,0.14,0.59,0.06,0.17,0.18,0.71,0.05,0.32,0.26,0.47,0.82,0.4,0.11,0.83,0.88,0.54,0.1,0.75,0.23,0.41
NorthRidgevillecity,1.059588292,0.63,0.51,1,0.49,0.29,0.16,0.39,0.09,0.16,0.35,0.21,0.22,0.33,0.32,0.62,0.82,0.57,0,0.95,0.86,0.26,0.07,0.75,0.08,0.06
Dovertown,1.061599867,0.58,0.34,1,0.45,0.48,0.2,0.54,0.19,0.52,0.56,0.21,0.46,0.6,0.49,0.64,0.59,0.69,0.81,0.87,0.43,0.6,0.76,0.46,0.47,0.19
Marlboroughcity,2.143420637,0.42,0.3,1,0.49,0.35,0.22,0.39,0.14,0.19,0.28,0.42,0.38,0.55,0.45,0.47,0.68,0.63,0.44,0.74,0.49,0.62,0.26,0.7,0.13,0.04
Athenscity,1.001022795,0.97,1,0,0.05,0.19,0.26,0.3,1,0.13,0.15,0.94,0.56,1,0.08,0.3,0.57,0.5,0.79,0.82,0.17,0.26,0.25,0.62,0.26,0.05
Wataugacity,0.772508926,0.73,0.38,1,0.49,0.07,0.04,0.14,0.04,0.09,0.24,0.23,0.15,0.17,0.38,0.71,0.89,0.63,0.06,0.82,0.82,0.49,0.12,0.62,0.41,0
NorthOgdencity,0.216363952,0.97,0.7,1,0.49,0.29,0.04,0.5,0.06,0.03,0.08,0.5,0.24,0.32,0.14,1,0.91,0.42,0.04,0.97,0.9,0.26,0.04,0.78,0.16,0.08
NorthReadingtown,0.392248839,0.59,0.35,0.86,0.68,0.28,0.11,0.44,0.04,0.09,0.21,0.44,0.32,0.42,0.23,0.59,0.88,0.6,0.03,0.92,0.89,0.63,0.09,0.85,0.07,0.14
Colchestertown,0.174896297,0.58,0.7,0.69,0.46,0.18,0.14,0.29,0.1,0.16,0.15,0.45,0.19,0.63,0.42,0.44,0.68,0.81,0.18,0.37,0.65,0.43,0.1,0.6,0.03,0.04
Savannahcity,4.135944365,0.44,0.46,1,0.17,0.55,0.58,0.46,0.6,0.39,0.52,0.25,0.5,0.53,0.74,0.53,0.27,0.56,0.05,0.51,0.39,0.19,0.05,0.71,0.18,0.35
Reddingcity,2.665515903,0.39,0.37,1,0.23,0.52,0.72,0.57,0.37,0.2,0.32,0.25,0.58,0.3,0.79,0.38,0.48,0.35,0.04,0.85,0.43,0.31,0.11,0.59,0.11,0.05
Lexingtoncity,4.296335908,0.29,0.42,0,0.16,0.58,0.47,0.43,0.49,0.64,0.71,0.18,0.37,0.4,0.75,0.34,0.27,0.63,0.04,0.74,0.4,0.14,0.06,0.8,0.11,0.02
NorthLauderdalecity,1.818287341,0.58,0.42,1,0.41,0.21,0.13,0.14,0.16,0.17,0.28,0.23,0.29,0.45,0.59,0.6,0.65,0.67,0.55,0.7,0.6,0.52,0.55,0.17,0.57,0.08
LittleFallstownship,1.361362901,0.44,0.51,1,0.55,0.6,0.1,0.53,0.06,0.21,0.29,0.44,0.21,0.57,0.32,0.41,0.8,0.51,0.07,0.82,0.63,0.6,0.27,0.71,0.34,0.34
LakeStationcity,2.973411911,0.56,0.49,1,0.28,0.5,0.28,0.61,0.3,0.4,0.65,0.04,0.49,0.36,0.63,0.6,0.61,0.28,0.01,0.83,0.73,0.19,0.08,0.68,0.14,0.04
Artesiacity,6.812105523,0.89,0.52,1,0.41,0.37,0.69,0.37,0.24,0.81,0.77,0.2,0.41,0.59,0.39,0.97,0.68,0.39,0.86,0.9,0.47,0.63,1,0.37,0.8,0.07
Ephrataborough,0.579428913,0.35,0.35,0,0.32,0.53,0.21,0.42,0.14,0.34,0.52,0.19,0.07,0.3,0.45,0.38,0.74,0.86,0.04,0.91,0.5,0.28,0.06,0.89,0.28,0.01
Eugenecity,1.601004729,0.32,0.56,1,0.23,0.41,0.26,0.4,0.45,0.13,0.17,0.56,0.4,0.61,0.62,0.33,0.54,0.59,0.27,0.88,0.39,0.31,0.15,0.35,0.25,0.2
Torrancecity,2.651398679,0.37,0.31,1,0.59,0.34,0.19,0.43,0.12,0.13,0.19,0.5,0.2,0.48,0.54,0.43,0.72,0.45,0.81,0.85,0.46,0.75,0.66,0.38,0.54,0.09
VanWertcity,1.946603334,0.35,0.39,0,0.23,0.64,0.26,0.57,0.23,0.25,0.4,0.18,0.34,0.24,0.46,0.4,0.69,0.75,0,0.71,0.67,0.15,0.01,0.81,0.18,0.01
Melrosecity,0.323335337,0.4,0.3,1,0.54,0.56,0.21,0.61,0.1,0.09,0.19,0.51,0.27,0.48,0.27,0.51,0.8,0.53,0.09,0.9,0.59,0.57,0.16,0.85,0.5,0.89
Clemsoncity,1.552418377,0.31,0.97,0,0.18,0.36,0.04,0.52,0.76,0.18,0.18,0.94,0.35,1,0.12,0.32,0.73,0.53,0.37,0.84,0.34,0.27,0.19,0.39,0.13,0
Hyattsvillecity,2.990354789,0.36,0.28,1,0.35,0.35,0.18,0.49,0.16,0.26,0.4,0.39,0.3,0.58,0.66,0.46,0.42,0.9,0.52,0.86,0.39,0.5,0.46,0.13,0.54,1
Viennacity,0.148872105,0.31,0.36,1,0.33,0.65,0.16,0.64,0.13,0.23,0.3,0.33,0.25,0.19,0.34,0.34,0.78,0.54,0,0.75,0.73,0.17,0.02,0.77,0.24,0.04
OaklandParkcity,6.626466785,0.19,0.22,1,0.27,0.39,0.21,0.31,0.27,0.25,0.37,0.27,0.26,0.62,0.93,0.26,0.4,0.67,0.56,0.46,0.37,0.42,0.49,0.15,0.35,0.16
Rutherfordborough,0.536719238,0.44,0.41,1,0.57,0.61,0.12,0.59,0.08,0.24,0.28,0.52,0.22,0.55,0.28,0.52,0.82,0.54,0.45,0.71,0.62,0.6,0.48,0.6,0.53,1
Mansfieldcity,2.764092988,0.64,0.46,0,0.44,0.23,0.12,0.25,0.18,0.21,0.3,0.31,0.31,0.21,0.38,0.6,0.83,0.44,0.06,0.72,0.75,0.28,0.1,0.64,0.03,0
Lodicity,4.940133584,0.48,0.36,1,0.32,0.48,0.6,0.51,0.33,0.47,0.48,0.21,0.4,0.35,0.66,0.48,0.57,0.32,0.21,0.89,0.44,0.37,0.31,0.55,0.41,0.01
RoundRockcity,0.894831875,0.58,0.45,0,0.36,0.14,0.1,0.22,0.23,0.23,0.24,0.35,0.21,0.29,0.58,0.62,0.7,0.74,0.06,0.6,0.43,0.27,0.13,0.6,0.13,0.01
SpanishForkcity,0.464791109,0.86,0.59,0,0.29,0.53,0.19,0.62,0.19,0.1,0.24,0.19,0.4,0.26,0.23,1,0.87,0.34,0.02,0.9,0.7,0.18,0.03,0.88,0.12,0.05
Danvillecity,1.621874461,0.33,0.38,1,0.15,0.69,0.45,0.57,0.5,0.71,0.75,0.18,0.58,0.39,0.67,0.37,0.34,0.68,0,0.73,0.51,0.09,0.01,0.81,0.1,0.12
SouthPortlandcity,0.619383003,0.35,0.38,1,0.33,0.55,0.28,0.65,0.18,0.14,0.23,0.34,0.23,0.48,0.49,0.37,0.61,0.75,0.05,0.84,0.55,0.41,0.11,0.74,0.16,0.14
Watertowncity,0.473202792,0.52,0.48,0,0.25,0.57,0.39,0.46,0.28,0.54,0.49,0.21,0.2,0.54,0.37,0.48,0.68,0.85,0.02,0.92,0.49,0.22,0.04,0.82,0.16,0.04
Peekskillcity,3.119832141,0.38,0.3,1,0.39,0.43,0.3,0.44,0.3,0.28,0.4,0.35,0.3,0.51,0.55,0.45,0.42,0.43,0.44,0.65,0.37,0.57,0.34,0.74,0.38,0.63
Lancastercity,3.649474544,0.42,0.52,1,0.17,0.5,0.66,0.46,0.55,0.52,0.68,0.2,0.4,0.71,0.72,0.54,0.23,0.35,0.08,0.78,0.34,0.25,0.12,0.73,0.63,0.31
Amherstcity,0.597322866,0.48,0.42,1,0.43,0.5,0.18,0.7,0.11,0.21,0.35,0.25,0.28,0.27,0.29,0.48,0.85,0.61,0.01,0.94,0.83,0.23,0.1,0.77,0.12,0.01
FondduLaccity,1.621936164,0.4,0.39,0,0.25,0.58,0.33,0.45,0.24,0.36,0.37,0.21,0.29,0.37,0.41,0.47,0.66,0.64,0.03,0.88,0.55,0.24,0.04,0.91,0.25,0.04
Sheffieldcity,1.070800293,0.31,0.37,1,0.14,0.71,0.54,0.61,0.55,0.52,0.6,0.2,0.48,0.29,0.57,0.38,0.44,0.54,0.06,0.67,0.59,0.06,0.01,0.81,0.13,0.01
Pariscity,7.464793798,0.37,0.43,0,0.12,0.7,0.59,0.5,0.68,0.52,0.61,0.22,0.56,0.32,0.65,0.42,0.43,0.53,0.08,0.48,0.5,0.17,0.04,0.82,0.08,0
Pawtucketcity,1.969085407,0.33,0.34,1,0.25,0.57,0.42,0.46,0.27,0.57,0.68,0.19,0.52,0.48,0.53,0.44,0.51,0.71,0.34,0.77,0.32,0.31,0.53,0.65,0.7,0.18
Newberrytown,6.304384726,0.45,0.58,0,0.12,0.68,0.6,0.42,0.67,0.64,0.69,0.22,0.61,0.63,0.47,0.5,0.18,0.74,0.02,0.73,0.54,0.09,0.01,0.87,0.14,0
Decaturcity,4.294292437,0.24,0.3,1,0.25,0.54,0.33,0.46,0.47,0.27,0.34,0.66,0.35,0.61,0.78,0.42,0.22,0.53,0.06,0.7,0.42,0.31,0.06,0.61,0.35,0.76
FortMadisoncity,0.446445289,0.38,0.34,0,0.17,0.64,0.35,0.49,0.33,0.33,0.35,0.17,0.48,0.39,0.58,0.36,0.54,0.66,0.01,0.49,0.64,0.11,0.03,0.71,0.1,0.02
Logantownship,0.645392308,0.5,0.53,0.68,0.23,0.62,0.28,0.52,0.19,0.29,0.39,0.14,0.38,0.34,0.32,0.43,0.76,0.43,0,0.76,0.82,0.19,0.03,0.97,0.02,0.01
Wenatcheecity,2.091651436,0.32,0.36,0,0.18,0.63,0.46,0.5,0.5,0.34,0.43,0.26,0.61,0.34,0.67,0.39,0.52,0.6,0.13,0.82,0.45,0.24,0.18,0.52,0.3,0.01
NewHaventown,8.814999288,0.44,0.55,1,0.23,0.46,0.71,0.35,0.56,0.41,0.5,0.43,0.62,0.9,0.59,0.51,0.05,0.29,0.32,0.62,0.14,0.44,0.24,0.53,0.58,0.53
Dracuttown,1.270547483,0.54,0.4,0.84,0.55,0.42,0.18,0.45,0.07,0.29,0.39,0.25,0.54,0.43,0.33,0.58,0.79,0.66,0.06,0.9,0.73,0.53,0.13,0.91,0.1,0.07
Enniscity,1.1154305,0.62,0.45,0,0.23,0.56,0.4,0.32,0.43,0.64,0.68,0.16,0.42,0.32,0.46,0.69,0.61,0.62,0.13,0.66,0.57,0.22,0.2,0.87,0.07,0
Marinacity,2.702051478,0.8,0.51,1,0.29,0.13,0.32,0.48,0.25,0.2,0.26,0.26,0.17,0.29,0.4,0.62,0.73,0.41,0.37,0.85,0.17,0.59,0.54,0.17,0.25,0.11
Caledoniatown,0.256686023,0.61,0.44,0.75,0.52,0.38,0.1,0.46,0.08,0.19,0.29,0.33,0.24,0.34,0.23,0.58,0.88,0.61,0.04,0.92,0.82,0.32,0.09,0.78,0.04,0.04
Westfieldcity,3.769688559,0.51,0.53,1,0.36,0.54,0.39,0.57,0.2,0.27,0.36,0.3,0.3,0.51,0.37,0.47,0.64,0.53,0.14,0.84,0.59,0.4,0.12,0.78,0.07,0.06
Auburncity,1.861914003,0.35,0.34,1,0.3,0.37,0.4,0.42,0.28,0.18,0.3,0.19,0.28,0.42,0.89,0.39,0.43,0.53,0.12,0.84,0.36,0.34,0.14,0.49,0.14,0.18
Andovertown,0.407283704,0.52,0.41,0.83,0.81,0.37,0.16,0.45,0.06,0.1,0.12,0.86,0.21,0.36,0.21,0.58,0.87,0.47,0.15,0.84,0.71,0.57,0.21,0.66,0.08,0.15
Lebanoncity,1.244570387,0.29,0.36,0,0.17,0.63,0.49,0.61,0.38,0.4,0.65,0.11,0.27,0.48,0.66,0.38,0.39,0.65,0.09,0.83,0.41,0.18,0.07,0.91,0.49,0.06
Visaliacity,3.221330647,0.57,0.45,1,0.29,0.42,0.68,0.37,0.46,0.42,0.42,0.31,0.43,0.36,0.58,0.62,0.6,0.3,0.37,0.87,0.52,0.32,0.33,0.61,0.27,0.04
ElMontecity,5.46288312,1,0.6,1,0.27,0.28,0.75,0.26,0.6,1,1,0.07,0.63,0.72,0.43,1,0.51,0.06,1,0.87,0.25,0.51,1,0.36,0.94,0.36
Xeniacity,1.841990198,0.48,0.45,0,0.23,0.42,0.52,0.58,0.4,0.25,0.43,0.17,0.48,0.31,0.62,0.52,0.54,0.43,0.02,0.91,0.57,0.22,0.03,0.8,0.23,0.02
Napacity,2.554482408,0.41,0.35,1,0.39,0.5,0.35,0.74,0.19,0.27,0.32,0.3,0.27,0.38,0.66,0.43,0.59,0.51,0.35,0.86,0.51,0.55,0.32,0.58,0.3,0.09
